Family Chain ID,Family Brand Name,Description,Chain Name ,Chain ID
10054,SOL MELIÁ,HOTEL,GRAN MELIA HOTELS & RESORTS,5079
10054,SOL MELIÁ,HOTEL,ME BY MELIÁ,5080
10054,SOL MELIÁ,HOTEL,INNSIDE PREMIUM HOTELS,5081
10054,SOL MELIÁ,HOTEL,TRYP HOTELS,5082
10054,SOL MELIÁ,HOTEL,SOL HOTELS,5083
10055,REPSOL,PETROL/GASOLINE STATION,REPSOL,94
10055,REPSOL,PETROL/GASOLINE STATION,CAMPSA,806
10055,REPSOL,PETROL/GASOLINE STATION,PETRONOR,794
10056,NISSAN,AUTO DEALERSHIPS,NISSAN,340
10056,NISSAN,AUTO SERVICE & MAINTENANCE,NISSAN,340
10056,NISSAN,AUTO DEALERSHIPS,INFINITI,320
10056,NISSAN,AUTO SERVICE & MAINTENANCE,INFINITI,320
10057,CANADIAN TIRE,DEPARTMENT STORE,CANADIAN TIRE,728
10057,CANADIAN TIRE,CLOTHING STORE,MARK'S WORK WEARHOUSE,3809
10057,CANADIAN TIRE,AUTO SERVICE & MAINTENANCE,PARTSOURCE,3810
10057,CANADIAN TIRE,AUTO SERVICE & MAINTENANCE,CANADIAN TIRE,728
10057,CANADIAN TIRE,PETROL/GASOLINE STATION,CANADIAN TIRE,728
10058,CKE RESTAURANTS,RESTAURANT,CARL'S JR,1500
10058,CKE RESTAURANTS,RESTAURANT,HARDEE'S,1546
10059,GIANT EAGLE,PETROL/GASOLINE STATION,GETGO,2717
10059,GIANT EAGLE,GROCERY STORE,GIANT EAGLE,1416
10059,GIANT EAGLE,GROCERY STORE,GIANT EAGLE EXPRESS,9196
10059,GIANT EAGLE,PETROL/GASOLINE STATION,GIANT EAGLE EXPRESS,9196
10059,GIANT EAGLE,CONVENIENCE STORE,GIANT EAGLE EXPRESS,9196
10059,GIANT EAGLE,GROCERY STORE,VALU KING,9197
10059,GIANT EAGLE,GROCERY STORE,GIANT EAGLE MARKET DISTRICT,9198
10059,GIANT EAGLE,PHARMACY,GIANT EAGLE MARKET DISTRICT,9198
10060,GIANT FOOD LLC,PHARMACY,GIANT DRUGSTORE,4111
10060,GIANT FOOD LLC,GROCERY STORE,GIANT FOOD STORES,1417
10060,GIANT FOOD LLC,PETROL/GASOLINE STATION,GIANT GASOLINE,4110
10060,GIANT FOOD LLC,PHARMACY,MARTIN'S DRUGSTORE,4109
10060,GIANT FOOD LLC,GROCERY STORE,MARTIN'S FOOD MARKETS,4073
10060,GIANT FOOD LLC,PETROL/GASOLINE STATION,MARTIN'S GASOLINE,4108
10061,AUTOGRILL,RESTAURANT,AUTOGRILL,1888
10061,AUTOGRILL,RESTAURANT,CIAO,2583
10061,AUTOGRILL,RESTAURANT,SPIZZICO,1962
10063,HILTON,HOTEL,CONRAD,2538
10063,HILTON,HOTEL,DOUBLETREE,180
10063,HILTON,HOTEL,EMBASSY SUITES,187
10063,HILTON,HOTEL,HILTON,62
10063,HILTON,HOTEL,HILTON GRAND VACATIONS,4607
10063,HILTON,HOTEL,WALDORF ASTORIA COLLECTION,4609
10063,HILTON,HOTEL,HOMEWOOD SUITES,200
10064,INGLES MARKETS,PETROL/GASOLINE STATION,INGLES GAS EXPRESS,3841
10064,INGLES MARKETS,GROCERY STORE,INGLES MARKETS,3840
10064,INGLES MARKETS,PHARMACY,INGLES PHARMACY,3842
10064,INGLES MARKETS,GROCERY STORE,SAV-MOR FOODS,3843
10065,MEIJER,GROCERY STORE,MEIJER,546
10065,MEIJER,PETROL/GASOLINE STATION,MEIJER GAS STATION,3839
10065,MEIJER,PHARMACY,MEIJER PHARMACY,1452
10066,RBC,BANK,RBC CENTURA BANK,3360
10066,RBC,BANK,RBC ROYAL BANK,1367
10067,RUTTER'S CORP,PETROL/GASOLINE STATION,RUTTER'S,4978
10067,RUTTER'S CORP,CONVENIENCE STORE,RUTTER'S,4978
10068,TRAVELCENTERS OF AMERICA LLC,CONVENIENCE STORE,PETRO STOPPING CENTERS,5002
10068,TRAVELCENTERS OF AMERICA LLC,PETROL/GASOLINE STATION,PETRO STOPPING CENTERS,5002
10068,TRAVELCENTERS OF AMERICA LLC,TRUCK STOP/PLAZA,PETRO STOPPING CENTERS,5002
10068,TRAVELCENTERS OF AMERICA LLC,CONVENIENCE STORE,TRAVELCENTERS OF AMERICA,5001
10068,TRAVELCENTERS OF AMERICA LLC,PETROL/GASOLINE STATION,TRAVELCENTERS OF AMERICA,5001
10068,TRAVELCENTERS OF AMERICA LLC,TRUCK STOP/PLAZA,TRAVELCENTERS OF AMERICA,5001
10069,VAN DER VALK,RESTAURANT,VAN DER VALK,716
10069,VAN DER VALK,HOTEL,VAN DER VALK,716
10070,SEARS,GROCERY STORE,KMART,2679
10070,SEARS,DEPARTMENT STORE,KMART,2679
10070,SEARS,PHARMACY,KMART PHARMACY,1449
10070,SEARS,DEPARTMENT STORE,SEARS,2677
10070,SEARS,AUTO SERVICE & MAINTENANCE,SEARS AUTO CENTER,1710
10070,SEARS,HOME IMPROVEMENT & HARDWARE STORE,SEARS HARDWARE,5118
10070,SEARS,DEPARTMENT STORE,SEARS HOMETOWN STORE,5119
10070,SEARS,DEPARTMENT STORE,SEARS HOME APPLIANCE SHOWROOM,9765
10071,BEST BUY,CONSUMER ELECTRONICS STORE,BEST BUY,2668
10071,BEST BUY,CONSUMER ELECTRONICS STORE,FUTURE SHOP,3917
10072,DISCOUNT TIRE,AUTO SERVICE & MAINTENANCE,DISCOUNT TIRE,1700
10072,DISCOUNT TIRE,AUTO SERVICE & MAINTENANCE,AMERICA'S TIRE,4410
10073,DUNKIN' BRANDS,COFFEE SHOP,DUNKIN' DONUTS,1523
10073,DUNKIN' BRANDS,RESTAURANT,BASKIN-ROBBINS,1481
10074,PUBLIX,GROCERY STORE,PUBLIX,1455
10074,PUBLIX,RESTAURANT,PUBLIX,1455
10074,PUBLIX,PHARMACY,PUBLIX,1455
10075,QUIKTRIP,PETROL/GASOLINE STATION,QUIKTRIP,585
10075,QUIKTRIP,CONVENIENCE STORE,QUIKTRIP,585
10076,SHEETZ,RESTAURANT,SHEETZ,610
10076,SHEETZ,CONVENIENCE STORE,SHEETZ,610
10077,WAWA,PETROL/GASOLINE STATION,WAWA,658
10077,WAWA,CONVENIENCE STORE,WAWA,658
10078,SOUTHERN SUN,HOTEL,GARDEN COURT,5320
10078,SOUTHERN SUN,HOTEL,LIFESTYLE RESORT,5321
10078,SOUTHERN SUN,HOTEL,STAYEASY,5322
10079,AUTO TEILE UNGER,AUTO SERVICE & MAINTENANCE,ATU,1211
10079,AUTO TEILE UNGER,AUTO SERVICE & MAINTENANCE,A.T.U AUTOSERVIS PRO KA}DÉHO,5982
10079,AUTO TEILE UNGER,AUTO SERVICE & MAINTENANCE,A.T.U AUTOSUPERMARKET E OFFICINA,5983
10079,AUTO TEILE UNGER,AUTO SERVICE & MAINTENANCE,A.T.U DIE MEISTERWERKSTATT,5980
10079,AUTO TEILE UNGER,AUTO SERVICE & MAINTENANCE,A.T.U DÉ COMPLETE GARAGE,5981
10080,DAIRY QUEEN,RESTAURANT,DAIRY QUEEN,1518
10080,DAIRY QUEEN,RESTAURANT,ORANGE JULIUS,1573
10081,PANERA BREAD,RESTAURANT,PANERA BREAD,1576
10081,PANERA BREAD,RESTAURANT,ST LOUIS BREAD CO,6133
10082,YUM!,RESTAURANT,LONG JOHN SILVER'S,1563
10082,YUM!,RESTAURANT,KFC,1559
10082,YUM!,RESTAURANT,PIZZA HUT,1582
10082,YUM!,RESTAURANT,TACO BELL,1607
10083,TARGET,DEPARTMENT STORE,TARGET,2680
10084,WELLS FARGO,BANK,WACHOVIA,1385
10084,WELLS FARGO,ATM,WACHOVIA,1385
10084,WELLS FARGO,BANK,WELLS FARGO,1387
10084,WELLS FARGO,ATM,WELLS FARGO,1387
10085,WILSONS FUEL COMPANY,PETROL/GASOLINE STATION,WILSONS ,6617
10085,WILSONS FUEL COMPANY,PETROL/GASOLINE STATION,COAST GAS,6692
10086,PETRO-T,PETROL/GASOLINE STATION,PETRO-T,6618
10086,PETRO-T,PETROL/GASOLINE STATION,PETRO-T CARDLOCK,6619
10087,BUFFETS,RESTAURANT,HOMETOWN BUFFET,1548
10087,BUFFETS,RESTAURANT,GRANNY'S BUFFET,6620
10087,BUFFETS,RESTAURANT,FIRE MOUNTAIN,6621
10087,BUFFETS,RESTAURANT,COUNTRY BUFFET,6622
10087,BUFFETS,RESTAURANT,OLD COUNTRY BUFFET,1571
10087,BUFFETS,RESTAURANT,RYAN'S,1648
10088,DELHAIZE,GROCERY STORE,PROXY DELHAIZE,2848
10088,DELHAIZE,GROCERY STORE,AD DELHAIZE,2723
10088,DELHAIZE,GROCERY STORE,CITY DELHAIZE,4754
10088,DELHAIZE,GROCERY STORE,DELHAIZE,2760
10089,GRUP COSTA BRAVA CENTRE,HOTEL,BLAU VERD HOTELS,6689
10089,GRUP COSTA BRAVA CENTRE,HOTEL,COSTA BRAVA HOTELS,6690
10089,GRUP COSTA BRAVA CENTRE,HOTEL,PETITS GRANS HOTELS DE CATALUNYA,6691
10090,VODACOM,CONSUMER ELECTRONICS STORE,VODACARE,6734
10090,VODACOM,CONSUMER ELECTRONICS STORE,VODACOM,6735
10090,VODACOM,CONSUMER ELECTRONICS STORE,VODASHOP,6736
10090,VODACOM,CONSUMER ELECTRONICS STORE,VODACOM 4U STORES,6737
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,AACHENER BANK,2128
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,AUGUSTA-BANK,5462
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BANK 1 SAAR,2224
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BBBANK,2231
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BERLINER VOLKSBANK,4644
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BIELEFELDER VOLKSBANK,4824
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BRANDENBURGER BANK,5610
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,BREMISCHE VOLKSBANK,5611
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,CREDIT-UND VOLKSBANK,5612
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,DEUTSCHE APOTHEKER- UND ÄRZTEBANK,4825
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,DITHMARSCHER VR-BANK,5613
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,DORTMUNDER VOLKSBANK,5463
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,DRESDNER VOLKSBANK RAIFFEISENBANK,5614
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ECKERNFÖRDER BANK,5615
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,EDEKABANK,5464
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,EHINGER VOLKSBANK,5465
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,EMSLÄNDISCHE VOLKSBANK,5616
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ENZTALBANK,5617
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ERFURTER BANK,5618
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,EVANGELISCHE KREDITGENOSSENSCHAFT,5619
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,FRANKENBERGER BANK,5620
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,FRANKFURTER VOLKSBANK,4647
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,FREIBERGER BANK,5621
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,FREISINGER BANK,5622
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GENO BANK ESSEN,5466
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GENOBANK DONAUWALD,5623
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GENOBANK RHÖN-GRABFELD,5624
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GENOSSENSCHAFTSBANK UNTERALLGÄU,5625
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GERAER BANK,5626
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GRAFSCHAFTER VOLKSBANK,5627
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,GROSS-GERAUER VOLKSBANK,5467
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,H+G BANK HEIDELBERG KURPFALZ,5468
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,HALLERTAUER VOLKSBANK,5469
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,HAMBURGER VOLKSBANK,4648
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,HANNOVERSCHE VOLKSBANK,4827
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,HEIDELBERGER VOLKSBANK,5628
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,HEIDENHEIMER VOLKSBANK,5629
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,KASSELER BANK,5470
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,KIELER VOLKSBANK,5630
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,KÖLNER BANK,4650
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,KULMBACHER BANK,5471
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,LANDSBERG-AMMERSEE BANK,5631
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,LEUTKIRCHER BANK,5632
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,LEVOBANK,5633
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,LIGA BANK,5634
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,MAINZER VOLKSBANK,4670
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,MÄRKISCHE BANK,5472
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,MÜNCHNER BANK,5473
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,NORDTHÜRINGER VOLKSBANK,5474
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,OSTFRIESISCHE VOLKSBANK,5635
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,OSTHARZER VOLKSBANK,5636
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,PAX-BANK,2351
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,POMMERSCHE VOLKSBANK,5475
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,PSD BANK,2353
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN BANK,3143
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN SPAR+KREDITBANK,5637
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK AUGSBURGER LAND WEST,5638
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK BAD ABBACH-SAAL,5639
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK BURGAU,5640
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK DONAU-HEUBERG,5641
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK EHINGEN-HOCHSTRÄSS,5642
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK ERKELENZ,5643
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK GREVENBROICH,5644
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK GROSSENLÜDER,5645
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK HAMMELBURG,5646
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK HEINSBERG,5476
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK IM ALLGÄUER LAND,5477
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK IM KREIS CALW,5647
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK IM NAABTAL,5648
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK IM OBERLAND,5649
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK IM STIFTLAND,5650
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK ISAR-LOISACHTAL,5651
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK KARLSTADT-GEMÜNDEN,5652
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK KEMPTEN,5653
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK KIRCHWEIHTAL,5654
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK KRUMBACH,5655
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK LOHR AM MAIN,5656
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK MARKTHEIDENFELD,5657
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK OBERALLGÄU-SÜD,5508
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK OBERMAIN NORD,5658
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK OBERPFALZ SÜD,5478
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK RHEINBACH VOREIFEL,5660
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK RHEIN-BERG,5661
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK RISSTAL,5662
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK RONSHAUSEN-MARKSUHL,5663
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK ROSDORF,5664
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK ROTTUMTAL,5665
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK SCHWANDORF-NITTENAU,5666
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK STRAUBING,5479
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK TÖLZER LAND,5667
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK TROSTBERG-TRAUNREUT,5668
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK VOLKACH-WIESENTHEID,5669
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK WESERMARSCH-SÜD,5670
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK WESTEIFEL,5671
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENBANK-VOLKSBANK MILTENBERG,5480
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VB BAD STAFFELSTEIN,5672
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VB DONAUWÖRTH,5481
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VB FÜRTH,5673
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VB LICHTENFELS-ITZGRUND,5674
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK EBERSBERG,5675
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK FRESENA,5676
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISENVOLKSBANK GEWERBEBANK,5482
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK HASSBERGE,5677
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK ISEN-SEMPT,5678
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK RIES,5483
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RAIFFEISEN-VOLKSBANK SAALE-ORLA,5679
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB ALTDORF-ERGOLDING,5680
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB ASCHAFFENBURG,5484
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB BAD GÖGGING,5681
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB BAD WINDSHEIM,5682
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB CHAM-RODING-FURTH IM WALD,5485
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB DEGGENDORF-PLATTLING,5486
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB DONAU-ILLER,5683
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB ESTENFELD-BERGTHEIM,5684
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB FÜSSEN-PFRONTEN-NESSELWANG,5685
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB GRÄFENB.-FORCHH.-ESCH.-HEROLDSB,5686
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB GROSSOSTHEIM-OBERNBURG,5687
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB HALLERTAU,5688
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB HERSBRUCK,5689
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB HÖCHBERG,5690
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB I. LKRS. PASSAU-NORD,5691
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB KEMNATHER LAND-STEINWALD,5693
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB KITZINGER LAND,5694
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB KOCHER-JAGST,5695
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB MECKLENBURGER SEENPLATTE,5696
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB MITTELRHEIN,5697
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB MÜNCHEN-NORD,5698
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB NEUMARKT I D OPF,5699
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB NEUSTADT-VOHENSTRAUSS,5700
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB OCHSENFURT,5701
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB ÖSTLICHE SÜDEIFEL,5702
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB PFAFFENWINKEL,5703
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB RAIN AM LECH,5704
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB ROTH-SCHWABACH,5705
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB STAUDEN,5706
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB SULZBACH-ROSENBERG,5707
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB VILSHOFENER LAND,5708
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB WEIDEN,5487
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB WEILHEIM,5709
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB WEISSENBURG-GUNZENHAUSEN,5488
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RB WERRATAL-LANDECK,5710
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RHEINGAUER VB,5711
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ROTTALER RB,5712
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ROTTALER VOLKSBANK-RAIFFEISENBANK,5713
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RÜSSELSHEIMER VB,5714
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RV BANK RHEIN-HAARDT,5489
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RVB EBERN,5715
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RVB ERLANGEN-HÖCHSTADT,5490
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RVB KRONACH-LUDWIGSSTADT,5716
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,RVB NEUBURG/DONAU,5717
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,SPAR-UND KREDITBANK,5718
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,SPREEWALDBANK,5719
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ST WENDELER VB,5720
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,STUTTGARTER VOLKSBANK,4855
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,ULMER VOLKSBANK,5721
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BACKNANG,5509
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BAD DRIBURG-BRAKEL-STEINHEIM,5722
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BAD SAULGAU,5723
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BADEN-BADEN RASTATT,5510
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BAUTZEN,5511
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BITBURG,5724
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BRAMGAU IM OSNABRÜCKER LAND,5725
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BREISGAU-SÜD,5512
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB BÜREN UND SALZKOTTEN,5513
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB CHEMNITZ,5726
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB DARMSTADT-KREIS BERGSTRASSE,5727
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB DILL-VB UND RB,5514
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB ERKELENZ-HÜCKELHOVEN-WEGBERG,5728
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB ETTLINGEN,5515
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB FREIBURG,5516
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB GLAN-MÜNCHWEILER,5729
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB GRONAU-AHAUS,5517
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB HERRENBERG-ROTTENBURG,5518
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB HEUCHELHEIM,5730
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB HOHENLOHE,5519
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB KAISERSLAUTERN-NORDWESTPFALZ,5520
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB KIRNAU,5731
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB KRAICHGAU,5521
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB LAUTERBACH-SCHLITZ,5732
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB LAUTERECKEN,5733
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB LUDWIGSBURG,5522
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB MAGDEBURG,5734
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB MAIN-TAUNUS,5523
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB MESSKIRCH RB,5735
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB MITTLERES ERZGEBIRGE,5736
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB MÖCKMÜHL-NEUENSTADT,5737
10091,VOLKS- UND RAIFFEISENBANKEN,ATM,VB NAGOLDTAL,5738
