Family Chain ID,Family Brand Name,Description,Chain Name ,Chain ID
10007,HYUNDAI KIA,AUTO SERVICE & MAINTENANCE,DONGFENG YUEDA KIA,6231
10007,HYUNDAI KIA,AUTO DEALERSHIPS,BEIJING HYUNDAI,6233
10007,HYUNDAI KIA,AUTO SERVICE & MAINTENANCE,BEIJING HYUNDAI,6233
10008,TOYOTA,AUTO DEALERSHIPS,LEXUS,250
10008,TOYOTA,AUTO DEALERSHIPS,DAIHATSU,309
10008,TOYOTA,AUTO DEALERSHIPS,TOYOTA,251
10008,TOYOTA,AUTO SERVICE & MAINTENANCE,LEXUS,250
10008,TOYOTA,AUTO SERVICE & MAINTENANCE,DAIHATSU,309
10008,TOYOTA,AUTO SERVICE & MAINTENANCE,TOYOTA,251
10008,TOYOTA,AUTO DEALERSHIPS,SCION,20000
10009,DAIMLER,AUTO DEALERSHIPS,MAYBACH,1012
10009,DAIMLER,AUTO DEALERSHIPS,SMART,1033
10009,DAIMLER,AUTO DEALERSHIPS,MERCEDES-BENZ,252
10009,DAIMLER,AUTO SERVICE & MAINTENANCE,MAYBACH,1012
10009,DAIMLER,AUTO SERVICE & MAINTENANCE,SMART,1033
10009,DAIMLER,AUTO SERVICE & MAINTENANCE,MERCEDES-BENZ,252
10010,RENAULT,AUTO DEALERSHIPS,DACIA,3250
10010,RENAULT,AUTO DEALERSHIPS,RENAULT,269
10010,RENAULT,AUTO SERVICE & MAINTENANCE,DACIA,3250
10010,RENAULT,AUTO SERVICE & MAINTENANCE,RENAULT,269
10011,PSA,AUTO DEALERSHIPS,PEUGEOT,276
10011,PSA,AUTO DEALERSHIPS,CITROËN,307
10011,PSA,AUTO SERVICE & MAINTENANCE,PEUGEOT,276
10011,PSA,AUTO SERVICE & MAINTENANCE,CITROËN,307
10011,PSA,AUTO DEALERSHIPS,DONG FENG CITROEN,6204
10011,PSA,AUTO SERVICE & MAINTENANCE,DONG FENG CITROEN,6204
10011,PSA,AUTO DEALERSHIPS,DONG FENG PEUGEOT,6205
10011,PSA,AUTO SERVICE & MAINTENANCE,DONG FENG PEUGEOT,6205
10012,TATA,AUTO DEALERSHIPS,LAND ROVER,329
10012,TATA,AUTO DEALERSHIPS,TATA,3355
10012,TATA,AUTO DEALERSHIPS,JAGUAR,322
10012,TATA,AUTO SERVICE & MAINTENANCE,LAND ROVER,329
10012,TATA,AUTO SERVICE & MAINTENANCE,TATA,3355
10012,TATA,AUTO SERVICE & MAINTENANCE,JAGUAR,322
10013,AVTOVAZ,AUTO DEALERSHIPS,LADA,326
10013,AVTOVAZ,AUTO DEALERSHIPS,VAZ,1063
10013,AVTOVAZ,AUTO SERVICE & MAINTENANCE,LADA,326
10013,AVTOVAZ,AUTO SERVICE & MAINTENANCE,VAZ,1063
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,MG,336
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,MORRIS,339
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,ROVER,346
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,SSANGYONG,351
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,MG,336
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,MORRIS,339
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,ROVER,346
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,SSANGYONG,351
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,SAIC,6207
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,SAIC,6207
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO DEALERSHIPS,SAIC MG,6212
10014,SHANGHAI AUTOMOTIVE INDUSTRY CORP.,AUTO SERVICE & MAINTENANCE,SAIC MG,6212
10015,CHERY,AUTO DEALERSHIPS,ALADO,3666
10015,CHERY,AUTO DEALERSHIPS,SILVER FOX,3688
10015,CHERY,AUTO SERVICE & MAINTENANCE,ALADO,3666
10015,CHERY,AUTO SERVICE & MAINTENANCE,SILVER FOX,3688
10015,CHERY,AUTO DEALERSHIPS,CHERY,3668
10015,CHERY,AUTO SERVICE & MAINTENANCE,CHERY,3668
10016,PROTON,AUTO DEALERSHIPS,LOTUS,330
10016,PROTON,AUTO DEALERSHIPS,PROTON,1225
10016,PROTON,AUTO SERVICE & MAINTENANCE,LOTUS,330
10016,PROTON,AUTO SERVICE & MAINTENANCE,PROTON,1225
10017,HONDA,AUTO DEALERSHIPS,ACURA,295
10017,HONDA,AUTO DEALERSHIPS,HONDA,119
10017,HONDA,AUTO SERVICE & MAINTENANCE,ACURA,295
10017,HONDA,AUTO SERVICE & MAINTENANCE,HONDA,119
10017,HONDA,MOTORCYCLE DEALERSHIP,HONDA,119
10017,HONDA,AUTO DEALERSHIPS,DONGFENG HONDA,6209
10017,HONDA,AUTO SERVICE & MAINTENANCE,DONGFENG HONDA,6209
10017,HONDA,AUTO DEALERSHIPS,GUANGZHOU HONDA,6210
10017,HONDA,AUTO SERVICE & MAINTENANCE,GUANGZHOU HONDA,6210
10018,ATS EUROMASTER,AUTO SERVICE & MAINTENANCE,ATS EUROMASTER,1152
10018,ATS EUROMASTER,AUTO SERVICE & MAINTENANCE,EUROMASTER,1210
10019,CHEVRON,AUTO SERVICE & MAINTENANCE,EXPRESS LUBE,1680
10019,CHEVRON,AUTO SERVICE & MAINTENANCE,CHEVRON,112
10020,NORAUTO,AUTO SERVICE & MAINTENANCE,NORAUTO,1271
10020,NORAUTO,AUTO SERVICE & MAINTENANCE,MIDAS,1270
10021,ACCOR,HOTEL,MOTEL 6,215
10021,ACCOR,HOTEL,STUDIO 6,1659
10021,ACCOR,HOTEL,ADAGIO CITY APARTHOTEL,3740
10021,ACCOR,RESTAURANT,ADAGIO CITY APARTHOTEL,3740
10021,ACCOR,HOTEL,ALL SEASONS,201
10021,ACCOR,RESTAURANT,ALL SEASONS,201
10021,ACCOR,HOTEL,CLUB MED,64
10021,ACCOR,RESTAURANT,CLUB MED,64
10021,ACCOR,HOTEL,CORALIA CLUB,1242
10021,ACCOR,RESTAURANT,CORALIA CLUB,1242
10021,ACCOR,HOTEL,ETAP HOTEL,676
10021,ACCOR,RESTAURANT,ETAP HOTEL,676
10021,ACCOR,HOTEL,FORMULE 1,88
10021,ACCOR,RESTAURANT,FORMULE 1,88
10021,ACCOR,HOTEL,HOTELF1,6615
10021,ACCOR,RESTAURANT,HOTELF1,6615
10021,ACCOR,HOTEL,HÔTELS BARRIÈRE,1243
10021,ACCOR,RESTAURANT,HÔTELS BARRIÈRE,1243
10021,ACCOR,HOTEL,IBIS,23
10021,ACCOR,RESTAURANT,IBIS,23
10021,ACCOR,HOTEL,MERCURE,52
10021,ACCOR,RESTAURANT,MERCURE,52
10021,ACCOR,HOTEL,MGALLERY,4112
10021,ACCOR,RESTAURANT,MGALLERY,4112
10021,ACCOR,HOTEL,NOVOTEL,18
10021,ACCOR,RESTAURANT,NOVOTEL,18
10021,ACCOR,HOTEL,ORBIS,1275
10021,ACCOR,RESTAURANT,ORBIS,1275
10021,ACCOR,HOTEL,PULLMAN,26
10021,ACCOR,RESTAURANT,PULLMAN,26
10021,ACCOR,HOTEL,SOFITEL,25
10021,ACCOR,RESTAURANT,SOFITEL,25
10021,ACCOR,HOTEL,SUITEHOTEL,1244
10021,ACCOR,RESTAURANT,SUITEHOTEL,1244
10021,ACCOR,HOTEL,FORMULA1,8619
10022,IHG,HOTEL,STAYBRIDGE SUITES,2547
10022,IHG,HOTEL,CROWNE PLAZA SUITES,3818
10022,IHG,HOTEL,CROWNE PLAZA RESORT,3817
10022,IHG,HOTEL,CROWNE PLAZA HOTEL,403
10022,IHG,HOTEL,EXPRESS BY HOLIDAY INN,3848
10022,IHG,HOTEL,CANDLEWOOD SUITES,2548
10022,IHG,HOTEL,HOLIDAY INN SUNSPREE RESORT,3820
10022,IHG,HOTEL,HOLIDAY INN SELECT & SUITES,3821
10022,IHG,HOTEL,HOLIDAY INN RESORT,3823
10022,IHG,HOTEL,HOLIDAY INN HOTEL & SUITES,3824
10022,IHG,HOTEL,HOLIDAY INN SELECT,3822
10022,IHG,HOTEL,HOLIDAY INN EXPRESS,2546
10022,IHG,HOTEL,HOLIDAY INN EXPRESS HOTEL & SUITES,3825
10022,IHG,HOTEL,HOLIDAY INN GARDEN COURT,3860
10022,IHG,HOTEL,HOLIDAY INN,1
10022,IHG,HOTEL,HOTEL INDIGO,2545
10022,IHG,HOTEL,INTERCONTINENTAL,254
10023,CHOICE HOTELS,HOTEL,CLARION HOTEL,173
10023,CHOICE HOTELS,HOTEL,ECONO LODGE,184
10023,CHOICE HOTELS,HOTEL,CAMBRIA SUITES,2555
10023,CHOICE HOTELS,HOTEL,MAINSTAY SUITES,2556
10023,CHOICE HOTELS,HOTEL,SUBURBAN EXTENDED STAY,2557
10023,CHOICE HOTELS,HOTEL,SLEEP INN,231
10023,CHOICE HOTELS,HOTEL,RODEWAY INN,226
10023,CHOICE HOTELS,HOTEL,COMFORT SUITES,2554
10023,CHOICE HOTELS,HOTEL,COMFORT INN,54
10023,CHOICE HOTELS,HOTEL,QUALITY INN,220
10023,CHOICE HOTELS,HOTEL,ASCEND COLLECTION,4014
10024,HYATT,HOTEL,ANDAZ,3924
10024,HYATT,HOTEL,HYATT HOTELS & RESORTS,77
10024,HYATT,HOTEL,GRAND HYATT,2549
10024,HYATT,HOTEL,HYATT PLACE,2551
10024,HYATT,HOTEL,HYATT SUMMERFIELD SUITES,234
10024,HYATT,HOTEL,HYATT VACATION CLUB,2553
10024,HYATT,HOTEL,PARK HYATT,2550
10025,CARLSON HOTELS,HOTEL,COUNTRY INN & SUITES BY CARLSON,176
10025,CARLSON HOTELS,HOTEL,PARK INN,2922
10025,CARLSON HOTELS,HOTEL,RADISSON EDWARDIAN HOTELS,108
10025,CARLSON HOTELS,HOTEL,RADISSON SAS HOTELS & RESORTS,2925
10025,CARLSON HOTELS,HOTEL,REGENT HOTELS & RESORTS,225
10025,CARLSON HOTELS,HOTEL,RADISSON ,221
10025,CARLSON HOTELS,HOTEL,PARK PLAZA ,936
10025,CARLSON HOTELS,HOTEL,RADISSON BLU HOTELS & RESORTS,9024
10026,AMERICINN INTERNATIONAL,HOTEL,AMERICINN LODGE & SUITES,3806
10026,AMERICINN INTERNATIONAL,HOTEL,AMERICINN MOTEL,396
10026,AMERICINN INTERNATIONAL,HOTEL,AMERICINN,3805
10026,AMERICINN INTERNATIONAL,HOTEL,AMERICINN MOTEL & SUITES,3808
10026,AMERICINN INTERNATIONAL,HOTEL,AMERICINN HOTEL & SUITES,3807
10027,HILTON HOSPITALITY,HOTEL,HAMPTON INN,194
10027,HILTON HOSPITALITY,HOTEL,HAMPTON INN & SUITES,3799
10027,HILTON HOSPITALITY,HOTEL,HILTON GARDEN INN,2539
10028,LQ MANAGEMENT,HOTEL,LA QUINTA INN,208
10028,LQ MANAGEMENT,HOTEL,LA QUINTA INN & SUITES,3700
10029,TRAVELODGE HOTELS,HOTEL,TRAVELODGE CANADA,3800
10029,TRAVELODGE HOTELS,HOTEL,THRIFTLODGE CANADA,3826
10030,VANTAGE HOSPITALITY GROUP,HOTEL,CANADAS BEST VALUE INN,2537
10030,VANTAGE HOSPITALITY GROUP,HOTEL,LEXINGTON,209
10030,VANTAGE HOSPITALITY GROUP,HOTEL,AMERICAS BEST VALUE INN,2544
10031,WYNDHAM,HOTEL,HOWARD JOHNSON,205
10031,WYNDHAM,HOTEL,KNIGHTS INN,207
10031,WYNDHAM,HOTEL,BAYMONT INN & SUITES,1804
10031,WYNDHAM,HOTEL,HAWTHORN SUITES,198
10031,WYNDHAM,HOTEL,MICROTEL INNS & SUITES,411
10031,WYNDHAM,HOTEL,RAMADA,3
10031,WYNDHAM,HOTEL,SUPER 8,236
10031,WYNDHAM,HOTEL,WINGATE BY WYNDHAM,1805
10031,WYNDHAM,HOTEL,DAYS INN,179
10031,WYNDHAM,HOTEL,TRAVELODGE,241
10032,JJW HOTELS,HOTEL,AMARANTE HOTELS,4010
10032,JJW HOTELS,HOTEL,LUXURY COLLECTION,4011
10032,JJW HOTELS,HOTEL,MEDIAN HOTELS,4012
10032,JJW HOTELS,HOTEL,STARS HOTELS,4013
10033,RINGHOTELS,HOTEL,GAST IM SCHLOSS,4147
10033,RINGHOTELS,RESTAURANT,GAST IM SCHLOSS,4147
10033,RINGHOTELS,RESTAURANT,RINGHOTELS,32
10034,LOUVRE HOTELS,HOTEL,CAMPANILE,51
10034,LOUVRE HOTELS,HOTEL,CONCORDE,29
10034,LOUVRE HOTELS,HOTEL,KYRIAD,912
10034,LOUVRE HOTELS,HOTEL,KYRIAD PRESTIGE,2534
10034,LOUVRE HOTELS,HOTEL,PREMIÈRE CLASSE,679
10035,CARREFOUR,PETROL/GASOLINE STATION,CARREFOUR,42
10035,CARREFOUR,PETROL/GASOLINE STATION,CHAMPION,822
10035,CARREFOUR,PETROL/GASOLINE STATION,SHOPI,828
10035,CARREFOUR,GROCERY STORE,CARREFOUR,42
10035,CARREFOUR,GROCERY STORE,CHAMPION,822
10035,CARREFOUR,GROCERY STORE,SHOPI,828
10035,CARREFOUR,GROCERY STORE,CARREFOUR EXPRESS,4006
10035,CARREFOUR,GROCERY STORE,CARREFOUR GB,6623
10035,CARREFOUR,GROCERY STORE,CARREFOUR HYPER,6624
10035,CARREFOUR,CONSUMER ELECTRONICS STORE,CARREFOUR,42
10035,CARREFOUR,CONVENIENCE STORE,CARREFOUR CITY,5075
10035,CARREFOUR,GROCERY STORE,CARREFOUR MARKET,4127
10035,CARREFOUR,PETROL/GASOLINE STATION,CARREFOUR MARKET,4127
10035,CARREFOUR,GROCERY STORE,DIA,1779
10035,CARREFOUR,GROCERY STORE,CHAMPION MARINOPOULOS,2747
10035,CARREFOUR,GROCERY STORE,CARREFOUR MARINOPOULOS,2816
10035,CARREFOUR,CONVENIENCE STORE,CARREFOUR 5 MINUT,6498
10035,CARREFOUR,GROCERY STORE,MINIPREÇO,4442
10035,CARREFOUR,GROCERY STORE,MARCHÉ PLUS,1263
10035,CARREFOUR,GROCERY STORE,8 À HUIT,1260
10035,CARREFOUR,GROCERY STORE,PROXI,2450
10035,CARREFOUR,GROCERY STORE,CARREFOUR PLANET,21315
10036,AUCHAN,PETROL/GASOLINE STATION,AUCHAN,820
10036,AUCHAN,PETROL/GASOLINE STATION,ATAC,785
10037,LES MOUSQUETAIRES,PETROL/GASOLINE STATION,ÉCOMARCHÉ,890
10037,LES MOUSQUETAIRES,PETROL/GASOLINE STATION,INTERMARCHÉ,786
10037,LES MOUSQUETAIRES,RESTAURANT,RESTAUMARCHÉ,2928
10037,LES MOUSQUETAIRES,GROCERY STORE,INTERMARCHÉ,786
10037,LES MOUSQUETAIRES,HOME IMPROVEMENT & HARDWARE STORE,BRICOMARCHÉ,3380
10037,LES MOUSQUETAIRES,GROCERY STORE,NETTO,2446
10037,LES MOUSQUETAIRES,PETROL/GASOLINE STATION,NETTO,2446
10037,LES MOUSQUETAIRES,AUTO SERVICE & MAINTENANCE,ROADY,1273
10037,LES MOUSQUETAIRES,PETROL/GASOLINE STATION,ROADY,1273
10038,BP,PETROL/GASOLINE STATION,ARCO,123
10038,BP,PETROL/GASOLINE STATION,BP,7
10038,BP,PETROL/GASOLINE STATION,ARAL,6
10038,BP,CONVENIENCE STORE,AMPM,428
10038,BP,CONVENIENCE STORE,BP,7
10039,MURPHY OIL CORP,PETROL/GASOLINE STATION,MURPHY EXPRESS,3701
10039,MURPHY OIL CORP,PETROL/GASOLINE STATION,MURPHY USA,147
10039,MURPHY OIL CORP,CONVENIENCE STORE,MURPHY EXPRESS,3701
10039,MURPHY OIL CORP,CONVENIENCE STORE,MURPHY USA,147
10040,SUNCOR ENERGY PRODUCTS,PETROL/GASOLINE STATION,FLEETFUELS,3708
10040,SUNCOR ENERGY PRODUCTS,PETROL/GASOLINE STATION,GTO,1043
10040,SUNCOR ENERGY PRODUCTS,PETROL/GASOLINE STATION,SUNOCO CANADA,3801
10040,SUNCOR ENERGY PRODUCTS,CONVENIENCE STORE,FLEETFUELS,3708
10040,SUNCOR ENERGY PRODUCTS,CONVENIENCE STORE,GTO,1043
10040,SUNCOR ENERGY PRODUCTS,CONVENIENCE STORE,SUNOCO CANADA,3801
10041,AGAPES,RESTAURANT,FLUNCH,2587
10041,AGAPES,RESTAURANT,AMARINE,2707
10041,AGAPES,RESTAURANT,LES 3 BRASSEURS,1931
10042,CRO,RESTAURANT,EL CHICO,3440
10042,CRO,RESTAURANT,LUCKYS CAFE,3687
10042,CRO,RESTAURANT,CANTINA LAREDO,3683
10042,CRO,RESTAURANT,COOL RIVER,3684
10042,CRO,RESTAURANT,III FORKS,3686
10042,CRO,RESTAURANT,SILVER FOX,3688
10042,CRO,RESTAURANT,GOOD EATS,3685
10043,DARDEN,RESTAURANT,LONGHORN STEAKHOUSE,3317
10043,DARDEN,RESTAURANT,RED LOBSTER,1587
10043,DARDEN,RESTAURANT,BAHAMA BREEZE,2563
10043,DARDEN,RESTAURANT,THE CAPITAL GRILLE,1611
10043,DARDEN,RESTAURANT,SEASONS 52,2706
10043,DARDEN,RESTAURANT,OLIVE GARDEN,1572
10044,OSI RESTAURANT PARTNERS,RESTAURANT,OUTBACK STEAKHOUSE,1574
10044,OSI RESTAURANT PARTNERS,RESTAURANT,BONEFISH GRILL,1492
10044,OSI RESTAURANT PARTNERS,RESTAURANT,CARRABBA'S ITALIAN GRILL,1501
10044,OSI RESTAURANT PARTNERS,RESTAURANT,CHEESEBURGER IN PARADISE,1718
10044,OSI RESTAURANT PARTNERS,RESTAURANT,FLEMING'S PRIME STEAKHOUSE&WINE BAR,1531
10044,OSI RESTAURANT PARTNERS,RESTAURANT,ROY'S,1646
10045,PIZZA PIZZA ROYALTY LIMITED,RESTAURANT,PIZZA 73,3804
10045,PIZZA PIZZA ROYALTY LIMITED,RESTAURANT,PIZZA PIZZA,1583
10046,GROUP FLO,RESTAURANT,BISTRO ROMAIN,1891
10046,GROUP FLO,RESTAURANT,BRASSERIES FLO,2715
10046,GROUP FLO,RESTAURANT,HIPPOPOTAMUS,1922
10046,GROUP FLO,RESTAURANT,TABLAPIZZA,2713
10046,GROUPE FLO,REST AREA,LA TAVERNE DE MAÎTRE KANTER,1968
10046,GROUPE FLO,RESTAURANT,LE PETIT BOFINGER,2714
10048,SUPERMAC'S,RESTAURANT,PAPA JOHN'S,1578
10048,SUPERMAC'S,RESTAURANT,SUPERMAC'S FAMILY RESTAURANT,4007
10048,SUPERMAC'S,RESTAURANT,SUPERMAC'S FRESH EXPRESS,4008
10050,ASCOTT INTERNATIONAL,HOTEL,ASCOTT THE RESIDENCE,4483
10050,ASCOTT INTERNATIONAL,HOTEL,CITADINES APART' HOTEL ,860
10050,ASCOTT INTERNATIONAL,RESTAURANT,ASCOTT THE RESIDENCE,4483
10050,ASCOTT INTERNATIONAL,RESTAURANT,CITADINES APART' HOTEL ,860
10051,MARRIOTT,HOTEL,GRAND RESIDENCES BY MARRIOTT,4522
10051,MARRIOTT,HOTEL,MARRIOTT VACATION CLUB,4462
10051,MARRIOTT,HOTEL,RITZ-CARLTON CLUB,4463
10051,MARRIOTT,HOTEL,MARRIOTT SPRINGHILL SUITES,3773
10052,BEST WESTERN,HOTEL,BEST WESTERN PREMIER,4781
10052,BEST WESTERN,RESTAURANT,BEST WESTERN PREMIER,4781
10052,BEST WESTERN,HOTEL,BEST WESTERN,2
10053,CONTINENTAL HOTELS,HOTEL,CONTINENTAL FORUM HOTELS,5071
10053,CONTINENTAL HOTELS,RESTAURANT,CONTINENTAL FORUM HOTELS,5071
10053,CONTINENTAL HOTELS,HOTEL,CONTINENTAL HOTELS,5072
10053,CONTINENTAL HOTELS,RESTAURANT,CONTINENTAL HOTELS,5072
10053,CONTINENTAL HOTELS,HOTEL,GRAND HOTEL CONTINENTAL,5073
10053,CONTINENTAL HOTELS,RESTAURANT,GRAND HOTEL CONTINENTAL,5073
10054,SOL MELIÁ,HOTEL,MELIÁ HOTELS & RESORTS,2108
